title,artist,material,material_group,width_cm,height_cm,area_cm2,country,period_raw,birth_year,death_year,period_mid_year,style,genre,estimate_low_eur,estimate_high_eur,estimate_mid_eur,sale_price_eur,price_category
Dampfer mit Rauchwolke,EMIL NOLDE,Unknown,Unknown,28.5,36.2,1031.7,Germany,1867-1956,1867,1956,1912,Expressionism,Landscape,5153,6870,6011,11903,Medium
Niedergrunstedt IV,LYONEL FEININGER,Unknown,Unknown,23.8,29.5,702.1,Germany,1871-1956,1871,1956,1914,Cubism,Cityscape,12882,17176,15029,10821,Medium
Jeremiah,EMIL NOLDE,watercolor,Watercolor,41.0,30.0,1230.0,Germany,1867-1956,1867,1956,1912,Expressionism,Landscape,25764,42941,34352,,
Paris. Le Pont des Arts,PAUL SIGNAC,gouache,Gouache,28.0,47.6,1332.8,France,1863-1935,1863,1935,1899,Pointillism,Seascape,15459,21470,18464,34627,High
The Promenade,CHILDE HASSAM,Unknown,Unknown,29.2,40.6,1185.52,United States,1859-1935,1859,1935,1897,American Impressionism,Landscape,17176,25764,21470,15149,Medium
"Au café-concert, deux chanteuses",EDGAR DEGAS,Unknown,Unknown,20.32,45.72,929.03,France,1834-1917,1834,1917,1876,Impressionism,Figurative,128822,214703,171762,,
L'Homme au chapeau melon,EDOUARD VUILLARD,watercolor,Watercolor,20.32,20.32,412.9,France,1868-1940,1868,1940,1904,Post-Impressionism,Interior,25764,42941,34352,,
Jeune paysanne,BERTHE MORISOT,Unknown,Unknown,42.5,32.0,1360.0,France,1841-1895,1841,1895,1868,Impressionism,Portrait,25764,42941,34352,21642,High
Modiste garnissant un chapeau,EDGAR DEGAS,Unknown,Unknown,43.5,26.8,1165.8,France,1834-1917,1834,1917,1876,Impressionism,Figurative,68705,103057,85881,54105,Premium
"Bougival, les Grand Boulevards",PIERRE-AUGUSTE RENOIR,Unknown,Unknown,61.0,46.3,2824.3,France,1841-1919,1841,1919,1880,Impressionism,Portrait,171762,257643,214702,,
Grand Salon aux Clayes,EDOUARD VUILLARD,Unknown,Unknown,68.0,67.0,4556.0,France,1868-1940,1868,1940,1904,Post-Impressionism,Interior,51529,68705,60117,86568,Premium
Omnibus,HONORE DAUMIER,Unknown,Unknown,27.7,37.0,1024.9,France,1808-1879,1808,1879,1844,Realism,Satirical,17176,25764,21470,10821,Medium
Une grand'maman,HONORE DAUMIER,Unknown,Unknown,20.32,30.48,619.35,France,1808-1879,1808,1879,1844,Realism,Satirical,12882,17176,15029,19478,High
Femme à la porte,EDOUARD VUILLARD,Unknown,Unknown,20.32,17.78,361.29,France,1868-1940,1868,1940,1904,Post-Impressionism,Interior,21470,30058,25764,19478,High
Nu de dos,BERTHE MORISOT,Unknown,Unknown,56.0,42.6,2385.6,France,1841-1895,1841,1895,1868,Impressionism,Portrait,5153,6870,6011,17314,Medium
Etude de nu (Femme assise),EDGAR DEGAS,Unknown,Unknown,50.5,41.6,2100.8,France,1834-1917,1834,1917,1876,Impressionism,Figurative,51529,68705,60117,86568,Premium
Nu penché vers la droite,ARISTIDE MAILLOL,Unknown,Unknown,30.0,23.3,699.0,France,1861-1944,1861,1944,1902,Classicism,Sculpture,5153,6870,6011,11903,Medium
Têtes de fillettes,PIERRE-AUGUSTE RENOIR,Unknown,Unknown,48.3,63.0,3042.9,France,1841-1919,1841,1919,1880,Impressionism,Portrait,12882,17176,15029,41120,High
Figure Studies and Design for a Ceiling Decoration,FERDINAND-VICTOR-EUGENE DELACROIX,Unknown,Unknown,19.0,28.3,537.7,France,1798-1863,1798,1863,1830,Romanticism,Historical,2576,4294,3435,5952,Medium
Paysage,CAMILLE PISSARRO,Unknown,Unknown,30.1,46.3,1393.63,France,1830-1903,1830,1903,1866,Impressionism,Landscape,6870,10306,8588,34627,High
Saint-Tropez. Les Voiles,PAUL SIGNAC,watercolor,Watercolor,24.9,17.3,430.77,France,1863-1935,1863,1935,1899,Pointillism,Seascape,8588,12882,10735,30299,High
La Corrida,JEAN DUFY,gouache,Gouache,45.0,59.5,2677.5,France,1888-1964,1888,1964,1926,Modernism,Cityscape,17176,25764,21470,21642,High
Paysage,MAURICE DE VLAMINCK,gouache,Gouache,46.0,55.7,2562.2,France,1876-1958,1876,1958,1917,Fauvism,Landscape,15459,21470,18464,17314,Medium
Village et barques,BERNARD BUFFET,watercolor,Watercolor,50.0,64.4,3220.0,France,1928-1999,1928,1999,1964,Expressionism,Still Life,17176,25764,21470,33545,High
Alte Gasse,LYONEL FEININGER,watercolor,Watercolor,22.1,29.0,640.9,Germany,1871-1956,1871,1956,1914,Cubism,Cityscape,6012,8588,7300,41120,High
"Cape Cod, Massachusetts",MANE-KATZ,gouache,Gouache,49.8,64.6,3217.08,Ukraine,1894-1962,1894,1962,1928,Expressionism,Religious Art,859,1718,1288,6493,Medium
"Possendorf ""Hidden Village""",LYONEL FEININGER,watercolor,Watercolor,24.0,31.5,756.0,Germany,1871-1956,1871,1956,1914,Cubism,Cityscape,5153,6870,6011,16232,Medium
Plage près de Saint-Cast,BERNARD BUFFET,watercolor,Watercolor,49.6,65.2,3233.92,France,1928-1999,1928,1999,1964,Expressionism,Still Life,12882,17176,15029,21642,High
Le Moulin-Rouge,JEAN DUFY,gouache,Gouache,45.72,63.5,2903.22,France,1888-1964,1888,1964,1926,Modernism,Cityscape,17176,25764,21470,34627,High
Buste de femme,MARIE LAURENCIN,watercolor,Watercolor,30.5,25.5,777.75,France,1883-1956,1883,1956,1920,Cubism,Portrait,6012,8588,7300,27053,High
Paysage avec maison,MAURICE DE VLAMINCK,gouache,Gouache,43.2,53.0,2289.6,France,1876-1958,1876,1958,1917,Fauvism,Landscape,6870,10306,8588,8657,Medium
Promenade près du Bois de Boulogne,JEAN DUFY,gouache,Gouache,46.2,61.8,2855.16,France,1888-1964,1888,1964,1926,Modernism,Cityscape,15459,21470,18464,48695,High
Bouquet de fleurs,JEAN DUFY,gouache,Gouache,60.0,46.3,2778.0,France,1888-1964,1888,1964,1926,Modernism,Cityscape,6870,10306,8588,17314,Medium
"The Crucifixion with the Madonna, Saint John the Evangelist and two angels",PAOLO VENEZIANO,oil on panel,Oil,6.0,49.0,294.0,Italy,1333-1362,1333,1362,1348,Unknown,Religious Painting,115310,172964,144137,123497,Premium
An Allegory of Transience,ERASMUS QUELLINUS II,oil on canvas,Oil,,,,Unknown,ANTWERP 1607-1678,1607,1678,1642,Unknown,Religious Painting,115310,172964,144137,72645,Premium
A winter river landscape with travellers on a path,JAN BRUEGHEL I,oil on panel,Oil,,,,Belgium,1568-1625,1568,1625,1596,Unknown,Landscape,115310,172964,144137,246993,Premium
The Sermon of St. John the Baptist,PIETER BRUEGHEL II,oil,Oil,,,,Belgium,1564-1638,1564,1638,1601,Unknown,Genre Painting,922477,1383716,1153096,1859945,Premium
Memento mori: Death comes to the table,GIOVANNI MARTINELLI,oil on canvas,Oil,,,,Italy,1600-1659,1600,1659,1630,Unknown,Painting,115310,172964,144137,94439,Premium
A lady playing a lute and a gentleman with a viola da gamba,EGLON VAN DER NEER,oil on canvas,Oil,,,,Unknown,1635-1703,1635,1703,1669,Unknown,Painting,92248,138372,115310,,
An Andalusian horse (recto); A wooded landscape – a sketch (verso),SIR ANTHONY VAN DYCK,oil on canvas,Oil,132.0,106.0,13992.0,United Kingdom,1599-1641,1599,1641,1620,Unknown,Portrait,2306193,3459290,2882741,3952815,Premium
"Portrait of Isabella Clara Eugenia , Governess of Southern Netherlands, as a widow, three-quarter-length",SIR PETER PAUL RUBENS,oil on canvas,Oil,,,,Unknown,1577-1640,1577,1640,1608,Unknown,Still Life,230619,345929,288274,334167,Premium
"A stack of cheese on a pewter platter, with butter on a plate, a stoneware jug, bread, pretzels, wine in a façon-de-Venise glass and a knife, on a ledge",CLARA PEETERS,Unknown,Unknown,,,,Unknown,1589-1657,1589,1657,1623,Unknown,Religious Painting,115310,172964,144137,755509,Premium
The Cesarini Venus,ATTRIBUTED TO ANTONIO SUSINI,bronze,Bronze,,,,Italy,1558-1624,1558,1624,1591,Unknown,Religious Painting,230619,345929,288274,,
"The Crucifixion with the Virgin, Mary Magdalene, John the Evangelist and a Franciscan Saint",WORKSHOP OF PIETRO LORENZETTI,Unknown,Unknown,9.0,26.0,234.0,Italy,1306-1345,1306,1345,1326,Unknown,Portrait,92248,138372,115310,225200,Premium
A smoker lighting his pipe,GABRIEL METSU,Unknown,Unknown,,,,Netherlands,1629-1667,1629,1667,1648,Unknown,Landscape,230619,345929,288274,464929,Premium
A calm with fishing boats and figures on a jetty,JAN VAN DE CAPPELLE,oil on canvas,Oil,7.0,76.0,532.0,Netherlands,1626-1679,1626,1679,1652,Unknown,Portrait,172964,230619,201791,217935,Premium
"Portrait of a gentleman, half-length, in a black cloak",ATTRIBUTED TO MICHAELINA WAUTIER,oil on canvas,Oil,5.0,59.0,295.0,Belgium,1604-1689S,1604,1689,1646,Unknown,Painting,69186,92248,80717,,
"A river landscape with a horse-drawn cart carrying a lady with baskets of vegetables across a ford next to a castle, a drover, cattle and windmill beyond",JAN SIBERECHTS,oil on canvas,Oil,,,,United Kingdom,1627-1703,1627,1703,1665,Unknown,Portrait,69186,92248,80717,108968,Premium
Allegory of Lust,GERRIT VAN HONTHORST,oil on canvas,Oil,94.0,78.0,7332.0,Netherlands,1592-1656,1592,1656,1624,Unknown,Крестьянская Живопись,172964,288274,230619,217935,Premium
A wedding feast in an inn,ADRIAEN JANSZ. VAN OSTADE,Unknown,Unknown,9.0,86.0,774.0,Netherlands,1610-1685,1610,1685,1648,Unknown,Historical Painting,115310,172964,144137,145290,Premium
The Prodigal Son,JOHANN LISS,oil on canvas,Oil,,,,Italy,1597-1631,1597,1631,1614,Unknown,Historical Painting,92248,138372,115310,,
"A military encampment, traditionally identified as the Siege of Antwerp",JOHANNES LINGELBACH,oil on canvas,Oil,,,,Italy,1622-1674,1622,1674,1648,Unknown,Historical Painting,80717,115310,98013,,
"Portrait of Richard Payne Knight (1751-1824), half-length, in a black coat and white stock","SIR THOMAS LAWRENCE, P.R.A.",oil on canvas,Oil,76.2,63.5,4838.7,United Kingdom,1769-1830,1769,1830,1800,Unknown,Portrait,57655,92248,74951,72645,Premium
Guilty Punchinello,"GIOVANNI BATTISTA TIEPOLO, CALLED GIAMBATTISTA TIEPOLO",oil on canvas,Oil,,,,Unknown,1696-1770,1696,1770,1733,Unknown,Historical Painting,1153097,1729645,1441371,2836618,Premium
"Venice, a stonemason's yard on the Grand Canal, with a view of the Palazzo Ca' Tron, the Palazzo Belloni Battagia, the Fondaco del Megio and the Fondaco dei Turchi; and Venice, the Doge's Palace with the Campanile, the Libreria and Santa Maria della Salute beyond",MICHELE MARIESCHI,oil on canvas,Oil,9.0,72.0,648.0,Italy,1710-1743,1710,1743,1726,Unknown,Painting,691858,922477,807167,1301846,Premium
Le poète ou Le sculpteur,GUSTAVE COURBET,oil on canvasfrench,Oil,,,,Unknown,1819-1877,1819,1877,1848,Unknown,Portrait,288274,403584,345929,1089676,Premium
Bathsheba,FRANCESCO HAYEZ,oil on canvas,Oil,,,,Italy,1791-1882,1791,1882,1836,Unknown,Portrait,691858,922477,807167,1720420,Premium
Young girl on Skagen Soenderstrand (Ung pige på Skagen Sønderstrand),MICHAEL PETER ANCHER,oil on canvas,Oil,5.0,80.0,400.0,Denmark,1849–1927,1849,1927,1888,Unknown,Portrait,288274,403584,345929,290580,Premium
Beginning (Sketch),FRIEDEL DZUBAS,acrylic,Acrylic,13.7,14.9,204.13,Germany,1915-1994,1915,1994,1954,Contemporary,Modern Art,3435,5153,4294,7575,Medium
Alba in Garden,ALEX KATZ,Unknown,Unknown,20.9,61.0,1274.9,United States,b. 1927,1927,,1927,Contemporary,Modern Art,60117,85881,72999,,
Untitled,REGGIE BURROWS HODGES,acrylic,Acrylic,101.6,76.2,7741.92,United States,B. 1965,1965,,1965,Contemporary,Modern Art,42941,60117,51529,,
Untitled,SAM FRANCIS,watercolor,Watercolor,11.4,36.2,412.68,United States,1923-1994,1923,1994,1958,Contemporary,Modern Art,17176,25764,21470,30299,High
Hungry for God,GENESIS TRAMAINE,acrylic,Acrylic,182.9,121.9,22295.51,United States,B. 1983,1983,,1983,Contemporary,Modern Art,68705,103057,85881,59516,Premium
Untitled,STANLEY WHITNEY,Unknown,Unknown,40.6,40.0,1624.0,United States,B. 1946,1946,,1946,Contemporary,Modern Art,8588,12882,10735,12985,Medium
March,ALEC EGAN,oil on canvas,Oil,101.6,76.2,7741.92,United States,B. 1984,1984,,1984,Contemporary,Modern Art,3435,5153,4294,21642,High
Untitled,GEORGE CONDO,Unknown,Unknown,127.0,111.8,14198.6,United States,b. 1957,1957,,1957,Contemporary,Modern Art,25764,42941,34352,41120,High
Trans Am,ED RUSCHA,acrylic,Acrylic,36.8,29.2,1074.56,United States,B. 1937,1937,,1937,Contemporary,Modern Art,17176,25764,21470,28135,High
No title (4 years without...),RAYMOND PETTIBON,Unknown,Unknown,25.4,33.7,855.98,United States,B. 1957,1957,,1957,Contemporary,Modern Art,5153,6870,6011,8116,Medium
Untitled,ALEX KATZ,Unknown,Unknown,61.0,61.0,3721.0,United States,B. 1927,1927,,1927,Contemporary,Modern Art,85881,128822,107351,,
Ladies and Gentlemen (Ivette and Lurdes),ANDY WARHOL,acrylic,Acrylic,35.6,27.9,993.24,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,85881,128822,107351,,
Bedroom Blonde Doodle (Black),TOM WESSELMANN,Unknown,Unknown,122.6,142.9,17519.54,United States,1931-2004,1931,2004,1968,Contemporary,Modern Art,85881,128822,107351,102800,Premium
Tracy '87,JOHN KACERE,oil on canvas,Oil,101.6,203.2,20645.12,United States,1920-1999,1920,1999,1960,Contemporary,Modern Art,51529,68705,60117,,
Nude in Santa Fe,PHILIP PEARLSTEIN,watercolor,Watercolor,105.4,74.9,7894.46,United States,b. 1924,1924,,1924,Contemporary,Nude,6870,10306,8588,37874,High
Untitled (Maudell Sleet),ROMARE BEARDEN,watercolor,Watercolor,28.6,19.7,563.42,United States,1911-1988,1911,1988,1950,Contemporary,Modern Art,51529,68705,60117,,
Blue & Red,NORMAN BLUHM,oil on canvas,Oil,120.0,60.0,7200.0,United States,1921-1999,1921,1999,1960,Contemporary,Modern Art,21470,30058,25764,21642,High
"Mauve, Green and Red",HANS HOFMANN,watercolor,Watercolor,73.0,57.8,4219.4,Germany,1880-1966,1880,1966,1923,Contemporary,Modern Art,21470,30058,25764,21642,High
Untitled,HANS HOFMANN,Unknown,Unknown,22.2,61.0,1354.2,Germany,1880-1966,1880,1966,1923,Contemporary,Modern Art,21470,30058,25764,,
"Andy Warhol, 'Flowers', 1964",RICHARD PETTIBONE,acrylic,Acrylic,4.4,4.4,19.36,United States,B. 1938,1938,,1938,Contemporary,Modern Art,25764,42941,34352,,
Trunk,LYNNE DREXLER,oil on canvas,Oil,55.9,50.8,2839.72,United States,1928-1999,1928,1999,1964,Contemporary,Modern Art,21470,30058,25764,,
Untitled,ESTEBAN VICENTE,oil on canvas,Oil,111.8,101.6,11358.88,Spain,1903-2001,1903,2001,1952,Contemporary,Modern Art,25764,42941,34352,43284,High
Untitled,HANS HOFMANN,Unknown,Unknown,48.3,35.6,1719.48,Germany,1880-1966,1880,1966,1923,Contemporary,Modern Art,60117,85881,72999,,
Again Harmony,LYNNE DREXLER,oil on canvas,Oil,25.4,30.5,774.7,United States,1928-1999,1928,1999,1964,Contemporary,Modern Art,12882,17176,15029,16232,Medium
Untitled,SAM FRANCIS,acrylic,Acrylic,82.6,53.3,4402.58,United States,1923-1994,1923,1994,1958,Contemporary,Modern Art,25764,42941,34352,32463,High
Hummingbird Funeral (hibiscus flower),ALINA PEREZ,Unknown,Unknown,182.9,221.6,40530.64,United States,B. 1995,1995,,1995,Contemporary,Modern Art,6012,8588,7300,5411,Low
Untitled (red),LYNNE DREXLER,oil on canvas,Oil,10.2,21.6,220.32,United States,1928-1999,1928,1999,1964,Contemporary,Modern Art,6870,10306,8588,,
Untitled (blue),LYNNE DREXLER,oil on canvas,Oil,18.1,15.6,282.36,United States,1928-1999,1928,1999,1964,Contemporary,Modern Art,6870,10306,8588,17314,Medium
Peruvian Pot,SCOTT KAHN,oil on canvas,Oil,40.6,45.7,1855.42,United States,B. 1946,1946,,1946,Contemporary,Modern Art,17176,25764,21470,,
"Black Sheep, White Sheep",LOUISA MATTHÍASDÓTTIR,oil on canvas,Oil,30.5,38.1,1162.05,Iceland,1917-2000,1917,2000,1958,Contemporary,Modern Art,5153,6870,6011,30299,High
Head warmer,DAVID HAMMONS,Unknown,Unknown,,,,United States,B. 1943,1943,,1943,Contemporary,Modern Art,42941,60117,51529,,
Untitled,GEORGE CONDO,Unknown,Unknown,25.4,33.7,855.98,United States,B. 1957,1957,,1957,Contemporary,Modern Art,12882,17176,15029,34627,High
Untitled,WADE GUYTON,Unknown,Unknown,326.4,274.3,89531.52,United States,b. 1972,1972,,1972,Contemporary,Modern Art,128822,171762,150292,,
Untitled,JEAN-MICHEL BASQUIAT,Unknown,Unknown,,,,United States,1960-1988,1960,1988,1974,Contemporary,Modern Art,17176,25764,21470,21642,High
Untitled (Egg) [Two Works],JEAN-MICHEL BASQUIAT,Unknown,Unknown,,,,United States,1960-1988,1960,1988,1974,Contemporary,Modern Art,6870,10306,8588,41120,High
Jon (Study for Double Portrait),ANDY WARHOL,Unknown,Unknown,80.0,57.8,4624.0,United States,1928-1987,1928,1987,1958,Contemporary,Portrait,21470,30058,25764,,
Chocolate Bunny,ANDY WARHOL,Unknown,Unknown,50.8,40.6,2062.48,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,51529,68705,60117,70337,Premium
Untitled (Whitman Sampler),ANDY WARHOL,Unknown,Unknown,,,,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,3435,5153,4294,5194,Low
Cum Painting,ANDY WARHOL,Unknown,Unknown,25.4,20.3,515.62,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,25764,42941,34352,28135,High
Untitled (Calvin Klein) [Two Works],ANDY WARHOL,Unknown,Unknown,36.2,28.6,1035.32,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,12882,17176,15029,28135,High
Untitled (Ceramics),ANDY WARHOL,Unknown,Unknown,54.0,69.2,3736.8,United States,1928-1987,1928,1987,1958,Contemporary,Modern Art,12882,21470,17176,17314,Medium
Portrait of a Dancer (John Butler) from Three Promenades with the Lord,ANDY WARHOL,Unknown,Unknown,42.5,35.6,1513.0,United States,1928-1987,1928,1987,1958,Contemporary,Portrait,10306,15459,12882,28135,High
10 Barbras,DEBORAH KASS,Unknown,Unknown,76.2,228.6,17419.32,United States,b. 1952,1952,,1952,Contemporary,Modern Art,17176,25764,21470,,
"Blah, Blah, Blah",MEL BOCHNER,oil on canvas,Oil,182.9,121.9,22295.51,United States,B. 1940,1940,,1940,Contemporary,Modern Art,34352,51529,42940,45448,High
Untitled,JOSH SMITH,oil on canvas,Oil,152.4,122.2,18623.28,United States,B. 1976,1976,,1976,Contemporary,Modern Art,15459,21470,18464,10821,Medium
Give Me All You Got,MICHAEL KAGAN,Unknown,Unknown,61.0,61.0,3721.0,United States,b.1980,1980,,1980,Contemporary,Modern Art,17176,25764,21470,37874,High
Black and Blue Series II,THOMAS HOUSEAGO,oil on canvas,Oil,152.1,121.6,18495.36,United Kingdom,B. 1972,1972,,1972,Contemporary,Modern Art,42941,60117,51529,,
Untitled,CHRIS OFILI,gouache,Gouache,42.5,36.2,1538.5,United Kingdom,b. 1968,1968,,1968,Contemporary,Modern Art,5153,6870,6011,16232,Medium
Should've Stayed Home,ALEX GARDNER,acrylic,Acrylic,137.2,106.7,14639.24,United States,B. 1987,1987,,1987,Contemporary,Modern Art,34352,51529,42940,,
Preacher,JAMMIE HOLMES,acrylic,Acrylic,224.8,198.1,44532.88,United States,B. 1984,1984,,1984,Contemporary,Modern Art,42941,60117,51529,,
Untitled,CHRIS OFILI,watercolor,Watercolor,33.0,20.3,669.9,United Kingdom,B. 1968,1968,,1968,Contemporary,Modern Art,17176,25764,21470,18396,Medium
Aggregation Au00-107,CHUN KWANG YOUNG,Unknown,Unknown,97.8,145.4,14220.12,South Korea,B. 1944,1944,,1944,Contemporary,Modern Art,25764,42941,34352,32463,High
Resonance,NNENNA OKORE,acrylic,Acrylic,,,,Nigeria,B. 1975,1975,,1975,Contemporary,Installation,6012,8588,7300,5411,Low
Baby Girl,DEBORAH ROBERTS,acrylic,Acrylic,76.2,55.9,4259.58,United States,B. 1962,1962,,1962,Contemporary,Modern Art,25764,42941,34352,25970,High
Photomontage #8,MICKALENE THOMAS,Unknown,Unknown,,,,United States,B. 1971,1971,,1971,Contemporary,Modern Art,25764,42941,34352,,
Over and Over Again,BRIAN CALVIN,acrylic,Acrylic,151.9,121.9,18516.61,United States,b. 1969,1969,,1969,Contemporary,Modern Art,21470,30058,25764,21642,High
Structural Design,RACHEL HARRISON,acrylic,Acrylic,,,,United States,B. 1966,1966,,1966,Contemporary,Modern Art,21470,30058,25764,19478,High
Untitled (MF #1 Black and White),JENNIFER GIUDI,Unknown,Unknown,14.0,10.8,151.2,United States,b. 1972,1972,,1972,Contemporary,Modern Art,8588,12882,10735,,
Ignore All Alien Orders,HARLAND MILLER,oil on canvas,Oil,250.2,149.2,37329.84,United Kingdom,B. 1964,1964,,1964,Contemporary,Modern Art,42941,60117,51529,19478,High
Untitled,URS FISCHER,Unknown,Unknown,,,,Switzerland,B. 1973,1973,,1973,Contemporary,Modern Art,25764,42941,34352,,
Les masques (La vallée) (The Masks (The Valley)),CLAIRE TABOURET,acrylic,Acrylic,200.7,300.0,60210.0,France,B. 1981,1981,,1981,Contemporary,Modern Art,51529,68705,60117,64926,Premium
9/11,MANOLO VALDES,bronze,Bronze,,,,Spain,B. 1942,1942,,1942,Contemporary,Modern Art,51529,68705,60117,,
Head III,JAUME PLENSA,Unknown,Unknown,,,,Spain,b. 1955,1955,,1955,Contemporary,Modern Art,17176,25764,21470,,
Therapy (#69),COSIMA VON BONIN,Unknown,Unknown,,,,Germany,B. 1962,1962,,1962,Contemporary,Modern Art,17176,25764,21470,7034,Medium
If Your Past Were on Fire Would You Go Back to Save it,HARLAND MILLER,oil on canvas,Oil,300.0,201.9,60570.0,United Kingdom,B. 1964,1964,,1964,Contemporary,Modern Art,51529,68705,60117,,
HADRON COLLIDER (DARK),STERLING RUBY,acrylic,Acrylic,321.9,243.8,78479.22,United States,B. 1972,1972,,1972,Contemporary,Modern Art,34352,51529,42940,41120,High
Science Friction,TOMOO GOKITA,gouache,Gouache,161.6,161.6,26114.56,Japan,B. 1969,1969,,1969,Contemporary,Modern Art,34352,51529,42940,,
Star Structure,DOROTHEA ROCKBURNE,acrylic,Acrylic,17.8,12.7,226.06,Canada,B. 1932,1932,,1932,Contemporary,Modern Art,5153,6870,6011,4328,Low
Drawing from 'Zeno Writing' (Circular Building I),WILLIAM KENTRIDGE,Unknown,Unknown,80.0,121.0,9680.0,South Africa,B. 1955,1955,,1955,Contemporary,Modern Art,51529,68705,60117,54105,Premium
Goldheaded 41,LORNA SIMPSON,Unknown,Unknown,47.0,36.8,1729.6,United States,B. 1960,1960,,1960,Contemporary,Modern Art,6870,10306,8588,,
"Untitled, Wambera, Untitled [Three Works]",WANGECHI MUTU,watercolor,Watercolor,30.5,19.7,600.85,Kenya,B. 1972,1972,,1972,Contemporary,Modern Art,17176,25764,21470,,
Goldheaded 43,LORNA SIMPSON,Unknown,Unknown,46.7,36.5,1704.55,United States,B. 1960,1960,,1960,Contemporary,Modern Art,6870,10306,8588,,
"MaID VIII, SunSquare, Cape Town",ZANELE MUHOLI,Unknown,Unknown,69.9,46.7,3264.33,South Africa,B. 1972,1972,,1972,Contemporary,Modern Art,17176,25764,21470,,
Lynx Penguin,JAMIAN JULIANO-VILLANI,acrylic,Acrylic,182.9,121.9,22295.51,United States,b.1987,1987,,1987,Contemporary,Modern Art,21470,30058,25764,,
